66,66,7500,6200,2023-03-07
67,67,5500,4600,2023-03-08
68,68,8800,7200,2023-03-09
69,69,4700,3950,2023-03-10
70,70,7800,6400,2023-03-11
71,71,5800,4850,2023-03-12
72,72,8500,7000,2023-03-13
73,73,5000,4200,2023-03-14
74,74,7000,5800,2023-03-15
75,75,5600,4700,2023-03-16
76,76,9000,7400,2023-03-17
77,77,4500,3800,2023-03-18
78,78,7500,6200,2023-03-19
79,79,5400,4550,2023-03-20
80,80,8800,7200,2023-03-21
81,81,4800,4000,2023-03-22
82,82,7800,6400,2023-03-23
83,83,5600,4700,2023-03-24
84,84,8500,7000,2023-03-25
85,85,5000,4200,2023-03-26
86,86,7200,6000,2023-03-27
87,87,5800,4850,2023-03-28
88,88,9000,7400,2023-03-29
89,89,4600,3850,2023-03-30
90,90,7500,6200,2023-03-31
91,91,6000,5000,2023-04-01
92,92,8800,7200,2023-04-02
93,93,4700,3950,2023-04-03
94,94,7800,6400,2023-04-04
95,95,5600,4700,2023-04-05
96,96,8500,7000,2023-04-06
97,97,4800,4000,2023-04-07
98,98,7200,6000,2023-04-08
99,99,5800,4850,2023-04-09
100,100,9000,7400,2023-04-10
101,101,4500,3800,2023-04-11
102,102,7500,6200,2023-04-12
103,103,5400,4550,2023-04-13
104,104,8800,7200,2023-04-14
105,105,5000,4200,2023-04-15
106,106,7800,6400,2023-04-16
107,107,5600,4700,2023-04-17
108,108,8500,7000,2023-04-18
109,109,4800,4000,2023-04-19
110,110,7200,6000,2023-04-20
111,111,5800,4850,2023-04-21
112,112,9000,7400,2023-04-22
113,113,4600,3850,2023-04-23
114,114,7500,6200,2023-04-24
115,115,6000,5000,2023-04-25
116,116,8800,7200,2023-04-26
117,117,4700,3950,2023-04-27
118,118,7800,6400,2023-04-28
119,119,5600,4700,2023-04-29
120,120,8500,7000,2023-04-30
121,121,4800,4000,2023-05-01
122,122,7200,6000,2023-05-02
123,123,5800,4850,2023-05-03
124,124,9000,7400,2023-05-04
125,125,4500,3800,2023-05-05
126,126,7500,6200,2023-05-06
127,127,5400,4550,2023-05-07
128,128,8800,7200,2023-05-08
129,129,5000,4200,2023-05-09
130,130,7800,6400,2023-05-10
131,131,5600,4700,2023-05-11
132,132,8500,7000,2023-05-12
133,133,4800,4000,2023-05-13
134,134,7200,6000,2023-05-14
135,135,5800,4850,2023-05-15
136,136,9000,7400,2023-05-16
137,137,4600,3850,2023-05-17
138,138,7500,6200,2023-05-18
139,139,6000,5000,2023-05-19
140,140,8800,7200,2023-05-20
141,141,4700,3950,2023-05-21
142,142,7800,6400,2023-05-22
143,143,5600,4700,2023-05-23
144,144,8500,7000,2023-05-24
145,145,4800,4000,2023-05-25
146,146,7200,6000,2023-05-26
147,147,5800,4850,2023-05-27
148,148,9000,7400,2023-05-28
149,149,4500,3800,2023-05-29
150,150,7500,6200,2023-05-30
151,151,5400,4550,2023-05-31
152,152,8800,7200,2023-06-01
153,153,5000,4200,2023-06-02
154,154,7800,6400,2023-06-03
155,155,5600,4700,2023-06-04
156,156,8500,7000,2023-06-05
157,157,4800,4000,2023-06-06
158,158,7200,6000,2023-06-07
159,159,5800,4850,2023-06-08
160,160,9000,7400,2023-06-09
161,161,4600,3850,2023-06-10
162,162,7500,6200,2023-06-11
163,163,6000,5000,2023-06-12
164,164,8800,7200,2023-06-13
165,165,4700,3950,2023-06-14
166,166,7800,6400,2023-06-15
167,167,5600,4700,2023-06-16
168,168,8500,7000,2023-06-17
169,169,4800,4000,2023-06-18
170,170,7200,6000,2023-06-19
171,171,5800,4850,2023-06-20
172,172,9000,7400,2023-06-21
173,173,4500,3800,2023-06-22
174,174,7500,6200,2023-06-23
175,175,5400,4550,2023-06-24
176,176,8800,7200,2023-06-25
177,177,5000,4200,2023-06-26
178,178,7800,6400,2023-06-27
179,179,5600,4700,2023-06-28
180,180,8500,7000,2023-06-29
181,181,4800,4000,2023-06-30
182,182,7200,6000,2023-07-01
183,183,5800,4850,2023-07-02
184,184,9000,7400,2023-07-03
185,185,4600,3850,2023-07-04
186,186,7500,6200,2023-07-05
187,187,6000,5000,2023-07-06
188,188,8800,7200,2023-07-07
189,189,4700,3950,2023-07-08
190,190,7800,6400,2023-07-09
191,191,5600,4700,2023-07-10
192,192,8500,7000,2023-07-11
193,193,4800,4000,2023-07-12
194,194,7200,6000,2023-07-13
195,195,5800,4850,2023-07-14
196,196,9000,7400,2023-07-15
197,197,4500,3800,2023-07-16
198,198,7500,6200,2023-07-17
199,199,5400,4550,2023-07-18
200,200,8800,7200,2023-07-19
201,201,5000,4200,2023-07-20
202,202,7800,6400,2023-07-21
203,203,5600,4700,2023-07-22
204,204,8500,7000,2023-07-23
205,205,4800,4000,2023-07-24
206,206,7200,6000,2023-07-25
207,207,5800,4850,2023-07-26
208,208,9000,7400,2023-07-27
209,209,4600,3850,2023-07-28
210,210,7500,6200,2023-07-29
211,211,6000,5000,2023-07-30
212,212,8800,7200,2023-07-31
213,213,4700,3950,2023-08-01
214,214,7800,6400,2023-08-02
215,215,5600,4700,2023-08-03
216,216,8500,7000,2023-08-04
217,217,4800,4000,2023-08-05
218,218,7200,6000,2023-08-06
219,219,5800,4850,2023-08-07
220,220,9000,7400,2023-08-08
221,221,4500,3800,2023-08-09
222,222,7500,6200,2023-08-10
223,223,5400,4550,2023-08-11
224,224,8800,7200,2023-08-12
225,225,5000,4200,2023-08-13
226,226,7800,6400,2023-08-14
227,227,5600,4700,2023-08-15
228,228,8500,7000,2023-08-16
229,229,4800,4000,2023-08-17
230,230,7200,6000,2023-08-18
231,231,5800,4850,2023-08-19
232,232,9000,7400,2023-08-20
233,233,4600,3850,2023-08-21
234,234,7500,6200,2023-08-22
235,235,6000,5000,2023-08-23
236,236,8800,7200,2023-08-24
237,237,4700,3950,2023-08-25
238,238,7800,6400,2023-08-26
239,239,5600,4700,2023-08-27
240,240,8500,7000,2023-08-28
241,241,4800,4000,2023-08-29
242,242,7200,6000,2023-08-30
243,243,5800,4850,2023-08-31
244,244,9000,7400,2023-09-01
245,245,4500,3800,2023-09-02
246,246,7500,6200,2023-09-03
247,247,5400,4550,2023-09-04
248,248,8800,7200,2023-09-05
249,249,5000,4200,2023-09-06
250,250,7800,6400,2023-09-07
